"reference","tax","description","KO","Subject","percent","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","counts_25_CT_Ext_C1_2020","counts_26_CT_Ext_C2_2020","counts_27_CT_Ext_C3_2020","counts_28_CT_Ext_C4_2020","counts_41_CT_Ext_I1_2020","counts_42_CT_Ext_I2_2020","counts_43_CT_Ext_I3_2020","counts_44_CT_Ext_I4_2020","counts_M09_CT_Ext_C1_2021","counts_M10_CT_Ext_C2_2021","counts_M11_CT_Ext_C3_2021","counts_M12_CT_Ext_C4_2021","counts_M25_CT_Ext_I1_2021","counts_M26_CT_Ext_I2_2021","counts_M27_CT_Ext_I3_2021","counts_M28_CT_Ext_I4_2021","counts_M33_CT_Ext_C1_2022","counts_M34_CT_Ext_C2_2022","counts_M35_CT_Ext_C3_2022","counts_M36_CT_Ext_C4_2022","counts_M37_CT_Ext_I1_2022","counts_M38_CT_Ext_I2_2022","counts_M39_CT_Ext_I3_2022","counts_M40_CT_Ext_I4_2022"
"k87_564137_1","COG1173@1|root,COG1173@2|Bacteria,1MUG0@1224|Proteobacteria,2TT4V@28211|Alphaproteobacteria,4BAX5@82115|Rhizobiaceae","ABC-type dipeptide oligopeptide nickel transport systems, permease components","ko:K02034","PGPT0004450_6464",96.7,240,8,0,1,720,65,304,6.6e-119,431.8,16,15,12,10,18,14,16,10,16,16,16,4,20,4,16,8,16,12,14,18,22,16,20,25
"k87_564137_2","COG0444@1|root,COG0444@2|Bacteria,1R4KB@1224|Proteobacteria,2TR0J@28211|Alphaproteobacteria,4B8UD@82115|Rhizobiaceae","Belongs to the ABC transporter superfamily","ko:K02031","PGPT0004435_11277",93.9,147,9,0,1,441,1,147,2.2e-69,266.5,17,14,4,10,16,25,25,12,6,14,10,10,22,12,10,19,13,17,14,16,10,11,13,16
"k87_564674_2","COG0633@1|root,COG0633@2|Bacteria,1RHDC@1224|Proteobacteria,2U97J@28211|Alphaproteobacteria,43JX8@69277|Phyllobacteriaceae","ferredoxin","ko:K04755","PGPT0006786_1647",92.5,106,8,0,1,318,1,106,1.5e-51,206.8,28,12,15,8,22,14,13,11,11,26,16,12,13,9,10,15,12,14,15,17,24,14,18,14
"k87_565324_1","COG0156@1|root,COG0156@2|Bacteria,1MVVH@1224|Proteobacteria,2TQXI@28211|Alphaproteobacteria,43I1V@69277|Phyllobacteriaceae","5-aminolevulinic acid synthase","ko:K00643","PGPT0008455_631",93.5,397,26,0,1,1191,29,425,5.8e-213,745,28,24,4,6,22,23,16,14,15,23,20,14,15,10,18,9,20,25,18,24,28,28,20,10
"k87_565421_2","COG2893@1|root,COG2893@2|Bacteria,1RHH7@1224|Proteobacteria,2U9E5@28211|Alphaproteobacteria,4BDYX@82115|Rhizobiaceae","Phosphotransferase system, mannose fructose-specific component IIA","ko:K02793","PGPT0016995_1189",95.5,133,6,0,1,399,1,133,7.5e-64,248.1,11,4,7,6,9,4,5,18,12,14,6,10,6,8,10,6,11,7,12,18,5,2,12,14
"k87_565421_4","COG0642@1|root,COG2205@2|Bacteria,1N17V@1224|Proteobacteria,2TS69@28211|Alphaproteobacteria,4BNS0@82115|Rhizobiaceae","Stimulus-sensing domain","ko:K14980","PGPT0000850_376",90.5,570,54,0,61,1770,6,575,1.4e-287,993.4,70,42,33,40,53,42,60,51,40,47,44,59,31,37,28,43,49,43,46,54,83,49,58,66
"k87_565421_5","COG0745@1|root,COG0745@2|Bacteria,1MVCB@1224|Proteobacteria,2TR43@28211|Alphaproteobacteria,4B8E8@82115|Rhizobiaceae","Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain","ko:K14981","PGPT0014455_123",98.7,77,1,0,1,231,165,241,5e-36,154.8,14,14,3,7,12,6,6,4,4,7,9,14,4,3,9,10,14,15,4,13,2,8,0,20
"k87_565426_1","COG0736@1|root,COG0736@2|Bacteria,1MZBF@1224|Proteobacteria,2VT0P@28216|Betaproteobacteria,4ADXB@80864|Comamonadaceae","Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein","ko:K00997","PGPT0008840_1543",97.4,39,1,0,1,117,1,39,5.4e-15,84,2,1,5,0,6,0,0,6,0,0,4,2,3,4,0,2,4,1,2,2,2,0,2,6
"k87_565426_2","COG0854@1|root,COG0854@2|Bacteria,1MU9W@1224|Proteobacteria,2VHY7@28216|Betaproteobacteria,4AB4P@80864|Comamonadaceae","Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate","ko:K03474","PGPT0009170_543",90.5,253,24,0,7,765,2,254,1e-125,454.5,34,36,22,21,28,26,33,30,21,24,32,28,15,26,26,14,28,19,34,37,26,40,46,34
"k87_565747_2","COG1945@1|root,COG1945@2|Bacteria","arginine decarboxylase activity","ko:K02626","PGPT0012230_48",97.9,189,4,0,1,567,1,189,5.2e-103,378.6,10,18,23,13,8,13,2,2,4,16,12,12,28,12,12,8,2,2,4,10,12,6,8,16
"k87_566758_1","COG1879@1|root,COG1879@2|Bacteria,1N1EA@1224|Proteobacteria,2U2NF@28211|Alphaproteobacteria,4BCDI@82115|Rhizobiaceae","Periplasmic binding protein domain","ko:K02058","PGPT0017165_1550",91.9,111,9,0,1,333,211,321,2.5e-49,199.5,12,8,0,6,2,0,2,4,4,2,0,0,4,2,2,4,0,0,4,6,0,4,4,2
"k87_566758_2","COG1172@1|root,COG1172@2|Bacteria,1MUDF@1224|Proteobacteria,2U4K2@28211|Alphaproteobacteria,4B86Z@82115|Rhizobiaceae","Belongs to the binding-protein-dependent transport system permease family","ko:K02057","PGPT0017160_1851",90.9,329,30,0,16,1002,1,329,1.3e-160,570.9,12,8,12,16,24,14,18,14,30,20,17,19,24,18,12,14,14,21,22,24,22,36,38,25
"k87_566758_3","COG1129@1|root,COG1129@2|Bacteria,1MW4I@1224|Proteobacteria,2TY4S@28211|Alphaproteobacteria,4BA4T@82115|Rhizobiaceae","ABC-type sugar transport system, ATPase component","ko:K02056","PGPT0017155_1379",93,273,18,1,1,816,1,273,3.8e-139,499.2,14,12,14,17,22,24,20,17,9,18,15,16,11,8,14,14,17,14,16,14,12,18,20,38
"k87_566758_4","COG1082@1|root,COG1082@2|Bacteria,1NFRG@1224|Proteobacteria,2U16J@28211|Alphaproteobacteria,4BC08@82115|Rhizobiaceae","Sugar phosphate isomerases epimerases","ko:K06605","PGPT0020845_111",92.4,158,12,0,1,474,1,158,3.4e-84,315.8,12,12,12,17,12,6,8,11,8,8,7,6,8,4,6,10,12,6,16,6,4,17,12,8
"k87_567540_4","COG0540@1|root,COG0540@2|Bacteria,1MWAB@1224|Proteobacteria,2VHG9@28216|Betaproteobacteria,1KIWV@119065|unclassified Burkholderiales","Belongs to the ATCase OTCase family","ko:K00609","PGPT0021160_1551",91.1,45,4,0,1,135,3,47,2.2e-15,86.3,3,8,4,2,2,4,4,6,10,5,11,2,12,11,0,4,2,4,8,4,10,3,12,6
"k87_568329_1","COG4585@1|root,COG4585@2|Bacteria,1TQI3@1239|Firmicutes,4HAUU@91061|Bacilli,1ZDAA@1386|Bacillus","Member of the two-component regulatory system DegS DegU, which plays an important role in the transition growth phase","ko:K07777","PGPT0014285_321",97.5,239,6,0,1,717,142,380,6.1e-125,451.8,4,6,4,0,12,4,6,6,6,6,5,6,6,2,9,2,4,9,6,4,2,0,6,0
"k87_568329_2","COG2197@1|root,COG2197@2|Bacteria,1TRXG@1239|Firmicutes,4HA3V@91061|Bacilli,1ZB23@1386|Bacillus","COG2197 Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain","ko:K02479,ko:K07692","PGPT0012750_148",99.2,121,1,0,1,363,1,121,7e-61,238,4,4,0,2,6,6,1,0,8,8,4,2,12,2,6,0,4,1,2,2,0,2,4,8
"k87_569005_2","COG2876@1|root,COG2876@2|Bacteria,3J0A5@40117|Nitrospirae","NeuB family","ko:K03856","PGPT0012910_812",96.4,56,2,0,1,168,1,56,5e-22,107.8,2,13,4,8,8,4,0,4,8,2,1,0,2,4,3,4,1,1,0,2,4,8,3,8
"k87_569415_1","COG0574@1|root,COG1080@1|root,COG0574@2|Bacteria,COG1080@2|Bacteria,3J101@40117|Nitrospirae","Belongs to the PEP-utilizing enzyme family","ko:K01006","PGPT0002040_159",93.3,642,43,0,1,1926,179,820,0,1182.2,64,54,45,48,58,53,48,35,34,52,42,60,51,52,52,68,41,38,49,46,46,40,47,76
"k87_569459_1","COG0205@1|root,COG0205@2|Bacteria,1MVN3@1224|Proteobacteria,1RMVY@1236|Gammaproteobacteria,1X48X@135614|Xanthomonadales","Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis. Consistently, PPi-PFK can replace the enzymes of both the forward (ATP-PFK) and reverse (fructose-bisphosphatase (FBPase)) reactions","ko:K21071","PGPT0017605_327",90.8,119,11,0,1,357,1,119,3.1e-53,212.6,21,17,8,31,39,17,24,22,30,44,34,25,23,23,26,20,41,14,33,29,48,30,27,26
"k87_569459_3","COG0773@1|root,COG0773@2|Bacteria,1MUC5@1224|Proteobacteria,1RMMT@1236|Gammaproteobacteria,1X4Y7@135614|Xanthomonadales","Reutilizes the intact tripeptide L-alanyl-gamma-D- glutamyl-meso-diaminopimelate by linking it to UDP-N- acetylmuramate","ko:K02558","PGPT0023975_1238",91.7,192,16,0,1,576,8,199,2.3e-98,363.2,36,30,19,31,29,39,23,30,32,40,35,19,32,33,35,30,31,17,36,34,35,56,38,44
"k87_570104_1","COG0075@1|root,COG0075@2|Bacteria,1MWHJ@1224|Proteobacteria,2TQSN@28211|Alphaproteobacteria,4B8BQ@82115|Rhizobiaceae","Aminotransferase","ko:K00830","PGPT0001920_880",91.4,152,13,0,1,456,245,396,7e-74,281.6,14,18,12,8,14,4,14,28,14,17,8,14,14,8,20,21,16,14,16,24,15,20,15,28
"k87_570104_2","COG2301@1|root,COG2301@2|Bacteria,1MW0A@1224|Proteobacteria,2TU4H@28211|Alphaproteobacteria,4BCRG@82115|Rhizobiaceae","HpcH/HpaI aldolase/citrate lyase family","ko:K01644","PGPT0001675_363",94.2,274,16,0,1,822,1,274,1.3e-144,517.3,26,17,14,21,30,20,35,30,28,26,18,22,19,18,22,18,25,30,16,29,34,24,29,20
"k87_571889_1","COG0567@1|root,COG0567@2|Bacteria,1MVBF@1224|Proteobacteria,2TRBQ@28211|Alphaproteobacteria,43H9E@69277|Phyllobacteriaceae","E1 component","ko:K00164","PGPT0001530_776",96.4,550,20,0,1,1650,239,788,0,1089.3,72,56,38,47,65,56,63,71,54,45,37,61,42,37,70,43,48,63,64,66,81,55,76,56
"k87_571891_3","COG0214@1|root,COG0214@2|Bacteria,2GK1T@201174|Actinobacteria,4GBT2@85026|Gordoniaceae","Catalyzes the formation of pyridoxal 5'-phosphate from ribose 5-phosphate (RBP), glyceraldehyde 3-phosphate (G3P) and ammonia. The ammonia is provided by the PdxT subunit. Can also use ribulose 5-phosphate and dihydroxyacetone phosphate as substrates, resulting from enzyme-catalyzed isomerization of RBP and G3P, respectively","ko:K06215","PGPT0009180_920",90.6,235,22,0,16,720,4,238,7.7e-112,408.3,34,37,32,51,57,49,44,46,12,46,43,21,29,45,59,50,39,28,36,41,38,42,38,36
"k87_572282_1","COG3436@1|root,COG3436@2|Bacteria,1RHDW@1224|Proteobacteria,2U7TH@28211|Alphaproteobacteria,3JZ4X@41294|Bradyrhizobiaceae","IS66 Orf2","ko:K07484","PGPT0030625_4843",94.8,115,6,0,1,345,1,115,1.5e-60,236.9,20,11,10,12,11,14,12,11,11,26,12,22,8,8,14,12,12,16,14,17,28,17,14,14
"k87_572337_1","COG0834@1|root,COG0834@2|Bacteria,1NT2J@1224|Proteobacteria,2VET9@28211|Alphaproteobacteria,1JT6G@119045|Methylobacteriaceae","PFAM Bacterial extracellular solute-binding proteins, family 3","ko:K10018","PGPT0020875_185",99.6,281,1,0,1,843,1,281,2.4e-157,559.7,33,35,40,36,42,38,39,57,56,52,29,29,27,48,53,38,39,53,37,32,49,48,44,47
"k87_572337_2","COG4215@1|root,COG4215@2|Bacteria,1MY2N@1224|Proteobacteria,2U1NX@28211|Alphaproteobacteria,1JTS3@119045|Methylobacteriaceae","TIGRFAM polar amino acid ABC transporter, inner membrane subunit","ko:K10020","PGPT0020885_265",99.6,231,1,0,28,720,1,231,2.6e-123,446.4,27,24,9,7,37,42,38,37,18,22,28,20,22,36,26,18,12,35,20,22,30,24,26,42
"k87_572337_3","COG4160@1|root,COG4160@2|Bacteria,1QV6B@1224|Proteobacteria,2U1EA@28211|Alphaproteobacteria,1JUK4@119045|Methylobacteriaceae","TIGRFAM polar amino acid ABC transporter, inner membrane subunit","ko:K10019","PGPT0020880_137",100,121,0,0,1,363,1,121,1.8e-61,240,21,22,10,20,38,13,10,22,8,30,11,8,17,12,20,20,12,11,14,19,14,26,20,20
"k87_572381_1","COG1116@1|root,COG1116@2|Bacteria,2GN33@201174|Actinobacteria,1W7PQ@1268|Micrococcaceae","ABC transporter","ko:K02049","PGPT0001140_8370",99.2,121,1,0,1,363,121,241,7e-61,238,6,10,2,5,16,10,9,6,14,19,4,6,11,21,12,6,5,10,14,10,20,21,14,20
"k87_572775_1","COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2TQT0@28211|Alphaproteobacteria","Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family","ko:K18138,ko:K18307","PGPT0003280_3422",99.4,490,3,0,1,1470,1,490,1.9e-258,896.3,78,63,39,58,85,68,93,86,70,51,77,45,49,62,46,50,56,52,70,75,95,48,59,66
"k87_572775_2","COG0845@1|root,COG0845@2|Bacteria,1MUFW@1224|Proteobacteria,2U2CU@28211|Alphaproteobacteria","Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family","ko:K03585","PGPT0003275_3878",99.6,253,1,0,1,759,125,377,2.9e-133,479.6,26,28,27,16,46,26,34,52,32,32,35,14,28,18,16,24,10,10,26,26,38,22,12,28
"k87_572852_3","COG2759@1|root,COG2759@2|Bacteria,1MUR8@1224|Proteobacteria,2TRMM@28211|Alphaproteobacteria,43IUB@69277|Phyllobacteriaceae","Belongs to the formate--tetrahydrofolate ligase family","ko:K01938","PGPT0008065_447",93.4,258,17,0,1,774,1,258,9.7e-137,491.1,71,57,34,48,67,54,66,63,42,50,63,54,55,55,54,49,57,44,56,34,52,54,76,55
"k87_572912_2","COG2723@1|root,COG2723@2|Bacteria,1MWU7@1224|Proteobacteria,2TT4I@28211|Alphaproteobacteria","Belongs to the glycosyl hydrolase 1 family","-","PGPT0019165_2674",96.5,254,9,0,1,762,1,254,4e-151,538.9,22,12,7,13,14,11,26,26,23,10,17,20,12,20,14,18,20,10,13,18,22,16,16,18
"k87_572994_2","COG0039@1|root,COG0039@2|Bacteria,1MV57@1224|Proteobacteria,2TSV6@28211|Alphaproteobacteria,2K17I@204457|Sphingomonadales","Catalyzes the reversible oxidation of malate to oxaloacetate","ko:K00024","PGPT0001435_1748",95.2,227,11,0,1,681,1,227,3.3e-120,436,35,46,23,27,54,37,46,51,38,50,25,47,38,25,46,41,38,25,34,31,41,30,40,49
"k87_573210_1","COG2252@1|root,COG2252@2|Bacteria,1MUV0@1224|Proteobacteria,2TRC0@28211|Alphaproteobacteria,43GSD@69277|Phyllobacteriaceae","Permease family","ko:K06901","PGPT0007325_5230",96.4,387,14,0,1,1161,15,401,1e-193,681,20,10,12,16,26,21,16,13,10,21,12,16,18,20,26,12,20,14,22,22,26,22,16,24
"k87_573692_2","COG0377@1|root,COG0377@2|Bacteria,4NFKT@976|Bacteroidetes,1INQ8@117747|Sphingobacteriia","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","ko:K00331","PGPT0026785_1937",93.1,175,12,0,58,582,3,177,1.1e-92,344.4,4,11,12,14,16,12,12,4,18,18,18,10,10,6,13,3,7,5,16,8,4,10,12,12
"k87_573704_2","COG1815@1|root,COG1815@2|Bacteria,1N33M@1224|Proteobacteria,2UCE0@28211|Alphaproteobacteria,43KAN@69277|Phyllobacteriaceae","flagellar basal body","ko:K02387","PGPT0015470_2133",94.4,125,7,0,1,375,1,125,2e-58,229.9,9,12,8,0,3,10,6,4,9,12,6,4,2,8,4,2,6,5,4,10,14,4,6,6
"k87_573704_3","COG1558@1|root,COG1558@2|Bacteria,1RHI3@1224|Proteobacteria,2U94I@28211|Alphaproteobacteria,43K26@69277|Phyllobacteriaceae","Belongs to the flagella basal body rod proteins family","ko:K02388","PGPT0015475_1163",95,139,7,0,1,417,1,139,1e-63,247.7,11,10,11,6,2,8,6,0,0,2,5,8,0,6,2,4,9,2,12,10,8,8,10,4
"k87_573704_5","COG4786@1|root,COG4786@2|Bacteria,1MVMA@1224|Proteobacteria,2TRR4@28211|Alphaproteobacteria,43I1F@69277|Phyllobacteriaceae","Belongs to the flagella basal body rod proteins family","ko:K02392","PGPT0015495_1176",92,262,21,0,1,786,1,262,7.4e-132,474.9,19,8,7,8,12,10,12,12,6,15,10,6,4,7,4,9,19,14,19,32,16,19,12,18
"k87_573704_7","COG1706@1|root,COG1706@2|Bacteria,1MVKW@1224|Proteobacteria,2TQNX@28211|Alphaproteobacteria,43HFP@69277|Phyllobacteriaceae","Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation","ko:K02394","PGPT0015425_48",91.3,413,31,1,4,1242,1,408,3.8e-199,699.1,10,29,10,12,12,18,5,12,14,16,24,8,16,18,8,20,22,12,16,18,24,20,14,14
"k87_573894_1","COG1020@1|root,COG1028@1|root,COG3321@1|root,COG4221@1|root,COG1020@2|Bacteria,COG1028@2|Bacteria,COG3321@2|Bacteria,COG4221@2|Bacteria,1TPTH@1239|Firmicutes,4HTBC@91061|Bacilli,1ZS7J@1386|Bacillus","polyketide synthase","ko:K13611,ko:K13614","PGPT0010165_66",96.3,402,15,0,1,1206,4800,5201,3.3e-224,782.3,4,2,6,2,10,10,8,9,6,2,2,0,9,20,14,10,0,2,2,0,2,10,8,6
"k87_574602_3","COG0300@1|root,COG0300@2|Bacteria,1UG37@1239|Firmicutes,4HC7Y@91061|Bacilli,1ZDQ3@1386|Bacillus","Belongs to the short-chain dehydrogenases reductases (SDR) family","ko:K00059,ko:K07124","PGPT0003180_9638",100,46,0,0,70,207,1,46,1.6e-17,93.2,0,0,0,0,2,2,6,2,0,0,0,0,2,2,2,0,0,0,8,4,2,0,3,4
"k87_574910_1","COG1028@1|root,COG1028@2|Bacteria,1N4J7@1224|Proteobacteria,2TSDX@28211|Alphaproteobacteria,43J5C@69277|Phyllobacteriaceae","Enoyl-(Acyl carrier protein) reductase","-","PGPT0003180_17168",97.6,246,6,0,1,738,1,246,4.5e-123,445.7,0,18,6,10,18,13,13,14,16,8,14,6,14,10,18,6,13,2,18,14,18,12,30,14
"k87_575845_1","COG1464@1|root,COG1464@2|Bacteria,1MUVY@1224|Proteobacteria,2TRCJ@28211|Alphaproteobacteria,43H88@69277|Phyllobacteriaceae","Belongs to the nlpA lipoprotein family","ko:K02073","PGPT0020510_5504",95.4,131,6,0,4,396,1,131,4.3e-64,248.8,2,4,6,2,8,6,6,5,4,8,0,4,9,8,4,0,0,6,4,10,4,8,12,8
"k87_575845_2","COG2011@1|root,COG2011@2|Bacteria,1MW8E@1224|Proteobacteria,2TU01@28211|Alphaproteobacteria,43ICE@69277|Phyllobacteriaceae","ABC-type metal ion transport system permease component","ko:K02072","PGPT0020515_2102",97.3,221,6,0,1,663,1,221,7.7e-98,361.7,8,6,6,16,10,6,14,14,6,9,8,14,8,6,6,10,7,10,8,10,22,12,6,10
"k87_575921_1","COG0513@1|root,COG0513@2|Bacteria,1MU49@1224|Proteobacteria,1RMWA@1236|Gammaproteobacteria,1X3UF@135614|Xanthomonadales","Belongs to the DEAD box helicase family","ko:K11927","PGPT0013740_2685",99.8,442,0,1,1,1323,1,442,1.7e-245,853.2,105,96,70,68,104,93,121,91,89,104,98,78,84,106,85,83,87,464,100,108,107,97,121,105
"k87_575921_8","COG3279@1|root,COG3279@2|Bacteria,1MUE8@1224|Proteobacteria,1RMJJ@1236|Gammaproteobacteria,1X6VM@135614|Xanthomonadales","LytTr DNA-binding domain","ko:K02477","PGPT0026304_713",93.8,256,16,0,1,768,1,256,2.9e-125,453,46,24,30,22,48,38,47,60,20,40,40,28,44,48,34,41,14,211,57,40,36,24,40,48
"k87_575921_12","COG0515@1|root,COG0515@2|Bacteria,1QVRP@1224|Proteobacteria,1T2I6@1236|Gammaproteobacteria,1X4V8@135614|Xanthomonadales","Protein tyrosine kinase","ko:K11912","PGPT0025905_118",98.3,660,11,0,1,1980,15,674,0,1270.8,112,82,81,92,141,124,134,94,114,86,101,104,70,92,92,92,75,644,113,109,108,97,87,142
"k87_576075_1","COG1063@1|root,COG1063@2|Bacteria,1TPIW@1239|Firmicutes,4HB2G@91061|Bacilli,1ZB9D@1386|Bacillus","COG1063 Threonine dehydrogenase and related Zn-dependent dehydrogenases","ko:K00121,ko:K00148","PGPT0006355_973",99.4,329,2,0,1,987,50,378,1.3e-194,683.7,0,2,2,2,12,16,4,2,0,4,4,8,8,8,4,0,2,6,6,4,14,12,6,10
"k87_577191_1","COG2351@1|root,COG2351@2|Bacteria,1RH84@1224|Proteobacteria,2U9IT@28211|Alphaproteobacteria,43K94@69277|Phyllobacteriaceae","Belongs to the transthyretin family. 5-hydroxyisourate hydrolase subfamily","ko:K07127","PGPT0021125_676",91.9,124,10,0,1,372,1,124,4.7e-60,235.3,12,6,10,4,18,22,12,22,8,16,10,16,18,12,4,21,8,11,6,14,22,16,20,6
"k87_577191_2","COG4630@1|root,COG4630@2|Bacteria,1MWI1@1224|Proteobacteria,2TR3Q@28211|Alphaproteobacteria,43HF1@69277|Phyllobacteriaceae","COG4630 Xanthine dehydrogenase iron-sulfur cluster and FAD-binding subunit A","ko:K13481","PGPT0007250_410",90,351,35,0,1,1053,1,351,5.9e-185,651.7,77,84,68,72,107,71,95,81,69,80,83,54,85,48,68,73,60,82,83,89,82,89,85,86
"k87_577531_1","COG0665@1|root,COG0665@2|Bacteria,1MVIZ@1224|Proteobacteria,2TRT9@28211|Alphaproteobacteria,43IG6@69277|Phyllobacteriaceae","Oxidative deamination of D-amino acids","ko:K00285","PGPT0020315_1896",94.2,156,9,0,1,468,1,156,2.1e-81,306.6,25,26,14,22,24,24,22,22,24,25,18,14,24,27,20,21,28,29,32,33,24,8,20,28
"k87_578017_7","COG0567@1|root,COG0567@2|Bacteria,1MVBF@1224|Proteobacteria,1RN8K@1236|Gammaproteobacteria,1X4NM@135614|Xanthomonadales","E1 component of the oxoglutarate dehydrogenase complex which catalyzes the formation of succinyl-CoA from 2-oxoglutarate","ko:K00164","PGPT0001530_2117",99.3,944,7,0,1,2832,1,944,0,1868.2,242,180,146,137,258,231,229,227,203,264,234,185,225,180,205,220,235,1050,254,265,244,201,315,258
"k87_578017_8","COG0508@1|root,COG0508@2|Bacteria,1MUJD@1224|Proteobacteria,1RME0@1236|Gammaproteobacteria,1X3Y6@135614|Xanthomonadales","The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2)","ko:K00658","PGPT0001535_3122",96,404,15,1,1,1209,1,404,1.5e-187,660.6,134,80,97,95,134,164,106,142,134,162,122,119,88,119,117,109,129,485,150,150,158,190,154,174
"k87_578017_9","COG1249@1|root,COG1249@2|Bacteria,1MU2U@1224|Proteobacteria,1RMFF@1236|Gammaproteobacteria,1X3A1@135614|Xanthomonadales","E3 component of 2-oxoglutarate dehydrogenase complex","ko:K00382","PGPT0001380_3647",99.4,474,3,0,1,1422,1,474,2.9e-272,942.2,98,95,93,91,142,118,99,126,105,155,108,100,129,125,98,92,111,537,98,101,115,126,167,151
"k87_579170_1","COG1351@1|root,COG1351@2|Bacteria,2HCNJ@201174|Actinobacteria,4CQKC@84995|Rubrobacteria","Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor, and NADPH and FADH(2) as the reductant","ko:K03465","PGPT0008150_262",90.8,65,6,0,1,195,230,294,8e-27,124,9,5,4,0,5,2,2,6,2,4,2,8,0,2,5,0,3,0,4,2,1,4,4,4
"k87_582242_1","COG0175@1|root,COG0175@2|Bacteria,1MUCZ@1224|Proteobacteria,2TT2D@28211|Alphaproteobacteria,43I46@69277|Phyllobacteriaceae","Sulfate adenylyltransferase subunit 2","ko:K00957","PGPT0002405_2257",97,200,6,0,1,600,102,301,5.7e-108,395.2,36,14,25,12,27,35,27,24,16,25,30,30,20,22,29,25,36,20,24,33,28,23,34,37
"k87_582242_2","COG0529@1|root,COG2895@1|root,COG0529@2|Bacteria,COG2895@2|Bacteria,1MUD9@1224|Proteobacteria,2TQNJ@28211|Alphaproteobacteria,43IYV@69277|Phyllobacteriaceae","Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. CysN NodQ subfamily","ko:K00955","PGPT0002395_59",92.8,649,47,0,1,1947,1,649,0,1201.8,48,34,34,32,60,62,48,40,52,43,42,36,29,41,33,44,54,48,32,35,58,60,41,48
"k87_582375_1","COG1879@1|root,COG1879@2|Bacteria,1NRXG@1224|Proteobacteria,2VM9V@28216|Betaproteobacteria,4ADDA@80864|Comamonadaceae","PFAM Periplasmic binding protein LacI transcriptional regulator","ko:K10439","PGPT0015740_4113",97.6,287,7,0,1,861,30,316,1.8e-147,526.9,54,38,18,29,62,65,53,50,49,66,42,35,59,45,56,40,28,47,79,58,57,67,64,50
"k87_582375_2","COG1129@1|root,COG1129@2|Bacteria,1MU22@1224|Proteobacteria,2VPAV@28216|Betaproteobacteria,4AC41@80864|Comamonadaceae","SMART AAA ATPase","ko:K10441","PGPT0016600_195",96.6,234,8,0,1,702,1,234,4.1e-118,429.1,36,33,28,20,26,50,39,36,18,32,27,34,34,30,49,40,28,28,53,36,59,43,24,50
"k87_582448_1","COG0469@1|root,COG0469@2|Bacteria,2GJY8@201174|Actinobacteria","Belongs to the pyruvate kinase family","ko:K00873","PGPT0002020_5272",93.3,447,30,0,1,1341,1,447,3.2e-236,822.4,64,54,54,45,99,58,67,74,44,76,62,44,54,65,58,39,72,48,96,78,83,89,89,83
"k87_582595_2","COG0209@1|root,COG0209@2|Bacteria,2GKX9@201174|Actinobacteria","Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides","ko:K00525","PGPT0021340_1159",96.2,105,4,0,1,315,1,105,6.1e-53,211.5,35,42,30,26,62,45,53,44,24,31,35,29,24,12,15,38,15,21,64,35,27,21,38,56
"k87_583431_2","COG1048@1|root,COG1048@2|Bacteria,3J0E6@40117|Nitrospirae","Aconitase C-terminal domain","ko:K01681","PGPT0001465_4965",94,83,5,0,1,249,666,748,3.4e-38,162.2,0,6,6,1,4,8,6,4,3,12,4,7,2,4,2,3,4,0,2,2,6,4,6,6
