reference	Subject	percent	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
k87_1003262_1	PGPT0013060_466	94.4	143	8	0	1	429	1	143	5.70E-70	268.5
k87_1003510_1	PGPT0016310_416	96.4	83	3	0	1	249	1	83	7.40E-38	161
k87_1003510_2	PGPT0014155_555	94.2	278	16	0	1	834	1	278	1.20E-137	494.2
k87_1003510_3	PGPT0014150_615	95.7	115	5	0	1	345	198	312	1.40E-53	213.8
k87_1003824_3	PGPT0029290_3231	93.3	75	5	0	1	225	1	75	6.80E-30	134.4
k87_1003824_5	PGPT0029295_1538	90.7	259	24	0	1	777	16	274	4.40E-113	412.5
k87_1003834_2	PGPT0018560_2287	91	299	27	0	1	897	339	637	1.50E-165	587
k87_1004031_1	PGPT0001055_151	91.6	227	19	0	1	681	326	552	4.60E-122	442.2
k87_1005004_3	PGPT0004450_5537	91.3	263	23	0	160	948	45	307	3.10E-124	449.9
k87_1005608_1	PGPT0025710_737	90.7	454	42	0	1	1362	380	833	1.50E-225	786.9
k87_1005714_1	PGPT0022330_395	99.1	116	1	0	1	348	198	313	1.70E-59	233.4
k87_1007375_2	PGPT0001695_1108	98.2	224	4	0	1	672	1	224	9.10E-123	444.5
k87_1007776_6	PGPT0020250_1982	98	556	11	0	1	1668	1	556	0.00E+00	1127.5
k87_1007776_18	PGPT0007785_599	96.5	173	6	0	40	558	1	173	1.90E-89	333.6
k87_1007776_22	PGPT0013475_488	99.4	474	3	0	1	1422	1	474	5.70E-284	981.1
k87_1007776_23	PGPT0013430_110	98.6	351	5	0	1	1053	1	351	8.20E-203	711.1
k87_1007776_29	PGPT0008400_384	98.8	344	4	0	1	1032	10	353	1.70E-205	719.9
k87_1007776_36	PGPT0028505_6361	96.9	131	4	0	1	393	1	131	4.00E-62	242.3
k87_1007969_3	PGPT0014325_3318	97.3	73	2	0	1	219	1	73	1.40E-35	153.3
k87_1008051_2	PGPT0001265_289	94.7	374	20	0	1	1122	10	383	2.00E-207	726.5
k87_1008051_3	PGPT0001260_146	96.9	32	1	0	1	96	68	99	9.00E-11	69.7
k87_1008106_1	PGPT0008860_6219	95.9	296	12	0	1	888	1	296	6.10E-167	591.7
k87_1008225_1	PGPT0018180_111	95.5	247	11	0	1	741	1	247	2.20E-130	469.9
k87_1008225_2	PGPT0016475_145	99.1	109	1	0	1	327	349	457	5.40E-52	208.4
k87_1009226_1	PGPT0017825_1851	92.8	208	15	0	1	624	146	353	2.30E-112	409.8
k87_1009917_1	PGPT0007760_1246	95.3	149	7	0	1	447	1	149	4.20E-76	288.9
k87_1009917_2	PGPT0015075_2413	90.4	208	20	0	1	624	1	208	2.80E-102	376.3
k87_1010027_1	PGPT0014310_1391	92.5	228	17	0	1	684	1	228	1.30E-111	407.5
k87_1010069_2	PGPT0006630_100	90.1	272	27	0	1	816	1	272	1.80E-133	480.3
k87_1010069_3	PGPT0006635_119	91.9	161	13	0	1	483	1	161	4.60E-84	315.5
k87_1010069_4	PGPT0023665_629	91.2	465	41	0	1	1395	1	465	3.80E-248	862.1
k87_1010525_3	PGPT0017620_1000	90.9	265	24	0	1	795	1	265	2.40E-138	496.5
k87_1010826_6	PGPT0001195_169	94	447	27	0	1	1341	1	447	1.30E-245	853.6
k87_1011992_2	PGPT0020030_4719	91.7	121	10	0	1	363	1	121	8.00E-57	224.6
k87_1012433_2	PGPT0014040_4312	95.7	187	6	1	1	555	1	187	7.60E-91	338.2
k87_1012663_3	PGPT0021340_5224	99.9	717	1	0	1	2151	1	717	0.00E+00	1460.7
k87_1012663_4	PGPT0014286_47	98.7	478	6	0	1	1434	1	478	1.60E-257	893.3
k87_1012663_9	PGPT0008585_559	95.4	238	11	0	1	714	1	238	9.10E-129	464.5
k87_1012663_12	PGPT0013345_11386	100	230	0	0	1	690	1	230	6.30E-127	458.4
k87_1012663_13	PGPT0013350_20107	99.7	388	1	0	1	1164	1	388	3.20E-200	702.6
k87_1012663_14	PGPT0013350_12452	94.8	441	23	0	1	1323	1	441	3.90E-218	762.3
k87_1012663_15	PGPT0003906_1628	97	298	9	0	1	894	1	298	1.30E-159	567.4
k87_1012663_20	PGPT0015095_133	99.7	737	2	0	1	2211	1	737	0.00E+00	1436
k87_1012663_21	PGPT0003935_1933	99.2	257	2	0	1	771	69	325	6.50E-149	531.6
k87_1013246_1	PGPT0027705_1951	91	354	20	2	1	1062	9	350	1.80E-181	640.2
k87_1013268_1	PGPT0008355_4056	90.6	276	26	0	1	828	54	329	1.60E-132	477.2
k87_1013386_2	PGPT0018075_452	98.6	208	3	0	4	627	1	208	2.20E-110	403.3
k87_1013457_1	PGPT0007650_83	90.8	346	32	0	4	1041	6	351	1.40E-175	620.5
k87_1013457_2	PGPT0007845_3192	94.7	266	14	0	1	798	1	266	1.60E-134	483.8
k87_1013883_1	PGPT0001890_960	90	170	17	0	43	552	1	170	3.60E-85	319.3
k87_1014075_1	PGPT0014570_2873	92.8	278	20	0	1	834	1	278	2.20E-134	483.4
k87_1014582_2	PGPT0015665_616	91.5	47	4	0	1	141	150	196	5.50E-17	90.9
k87_1015386_2	PGPT0006760_27	96.7	456	15	0	1	1368	1	456	3.40E-265	918.7
k87_1015386_7	PGPT0021590_5054	98.5	195	3	0	10	594	1	195	4.90E-104	382.1
k87_1015386_11	PGPT0021475_3001	100	206	0	0	1	618	1	206	3.30E-111	406
k87_1015386_13	PGPT0014310_2999	99.7	726	2	0	1	2178	1	726	0.00E+00	1415.6
k87_1015386_18	PGPT0003790_9841	98.9	807	9	0	1	2421	1	807	0.00E+00	1626.3
k87_1015386_21	PGPT0013465_1516	98.1	315	6	0	1	945	1	315	5.90E-176	621.7
k87_1015433_4	PGPT0022460_550	91.9	37	3	0	1	111	291	327	1.60E-11	72.4
k87_1017432_1	PGPT0020765_10294	96	273	10	1	1	819	114	385	1.00E-136	491.1
k87_1017544_3	PGPT0021390_809	93.1	72	5	0	1	216	146	217	3.50E-31	138.7
k87_1017681_1	PGPT0004770_1840	94.7	76	4	0	1	228	98	173	1.50E-32	143.3
k87_1017779_1	PGPT0030835_1240	90.9	198	18	0	1	594	1	198	1.40E-103	380.6
k87_1018070_2	PGPT0017860_3832	91.2	114	10	0	103	444	14	127	1.40E-58	230.7
k87_1018179_1	PGPT0017541_2090	91.8	280	23	0	1	840	64	343	1.50E-146	523.9
k87_1019268_1	PGPT0013060_2449	90.9	242	22	0	1	726	101	342	1.20E-120	437.6
k87_1020479_3	PGPT0001605_1393	91.4	58	5	0	7	180	2	59	3.90E-20	101.7
k87_1021083_1	PGPT0017992_3563	92.3	311	24	0	1	933	1	311	3.90E-156	555.8
k87_1021158_2	PGPT0017350_2658	95.9	438	18	0	1	1314	63	500	7.50E-222	774.6
k87_1021525_1	PGPT0017350_649	92.1	191	15	0	1	573	319	509	1.00E-90	337.8
k87_1021741_2	PGPT0008155_3050	90.6	117	11	0	1	351	166	282	1.50E-55	220.3
k87_1021764_1	PGPT0021815_804	96.6	296	10	0	1	888	1	296	9.40E-168	594.3
k87_1021831_1	PGPT0019420_73	93.9	33	2	0	1	99	1	33	1.40E-11	72.4
k87_1021871_3	PGPT0019970_392	92.7	480	34	1	1	1440	1	479	1.50E-255	886.7
k87_1021871_4	PGPT0005865_331	96.9	96	3	0	1	288	273	368	1.70E-46	189.9
k87_1022076_1	PGPT0005660_52	92.1	189	15	0	82	648	24	212	8.90E-99	364.8
k87_1022646_1	PGPT0007235_1853	96.2	182	7	0	1	546	1	182	2.60E-88	329.7
k87_1023828_2	PGPT0002020_3916	91.5	248	21	0	7	750	233	480	6.40E-125	451.8
k87_1023974_5	PGPT0021205_2583	95.4	240	11	0	1	720	1	240	3.10E-121	439.5
k87_1024100_1	PGPT0021345_2939	90.2	112	9	1	1	336	218	327	1.40E-50	203.8
k87_1024383_1	PGPT0021145_1209	96.4	110	4	0	1	330	335	444	1.90E-57	226.5
k87_1024509_3	PGPT0013310_263	91.8	49	4	0	1	147	1	49	7.30E-17	90.5
k87_1025857_1	PGPT0014243_488	98.8	342	4	0	1	1026	80	421	7.00E-191	671.4
k87_1026079_1	PGPT0030605_468	96.5	283	10	0	1	849	1	283	2.70E-156	556.2
k87_1026228_1	PGPT0007730_295	90.8	403	37	0	1	1209	76	478	1.80E-206	723.4
k87_1026773_2	PGPT0020770_5144	96.5	85	3	0	1	255	212	296	6.50E-37	157.9
k87_1027294_1	PGPT0029160_113	92.3	337	23	1	1	1002	76	412	2.60E-166	589.7
k87_1027674_1	PGPT0008330_73	95.5	110	5	0	1	330	1	110	1.40E-52	210.3
k87_1027674_2	PGPT0008325_1326	97.8	232	5	0	1	696	1	232	2.40E-126	456.4
k87_1028295_1	PGPT0007745_23	92.1	191	15	0	22	594	20	210	4.40E-97	359
k87_1028361_1	PGPT0008350_1596	96.2	79	3	0	1	237	1	79	4.00E-33	145.2
k87_1028361_3	PGPT0014310_3438	100	166	0	0	1	498	1	166	6.60E-86	321.6
k87_1028629_1	PGPT0013370_1684	92.4	66	5	0	1	198	223	288	9.30E-26	120.6
k87_1028713_2	PGPT0004645_2007	90.7	193	15	1	1	570	1	193	2.20E-101	373.2
k87_1029869_4	PGPT0026785_1932	97.4	76	2	0	1	228	102	177	1.20E-37	160.2
k87_1030526_2	PGPT0011375_5193	93.7	79	5	0	1	237	1	79	4.10E-33	145.2
k87_1031795_1	PGPT0004445_8356	93	313	22	0	1	939	8	320	6.10E-157	558.5
k87_1031920_1	PGPT0021445_2041	97.9	291	6	0	13	885	4	294	6.50E-153	545
k87_1032705_2	PGPT0004450_10256	90.8	109	10	0	1	327	182	290	1.10E-47	194.1
k87_1033275_1	PGPT0018860_3085	98.6	286	4	0	1	858	92	377	8.50E-158	561.2
k87_1033275_4	PGPT0004450_13705	100	122	0	0	1	366	153	274	1.00E-59	234.2
k87_1033801_2	PGPT0007015_1942	90.5	74	7	0	1	222	157	230	1.30E-28	130.2
k87_1034268_2	PGPT0016205_1891	97.1	103	3	0	1	309	1	103	1.60E-50	203.4
k87_1034589_1	PGPT0020775_1564	90.1	394	38	1	4	1182	72	465	2.10E-167	593.6
k87_1034589_2	PGPT0020780_1146	92.5	321	24	0	1	963	1	321	8.20E-163	578.2
k87_1035223_4	PGPT0020651_1757	97.1	102	3	0	61	366	99	200	2.40E-48	196.4
k87_1035586_1	PGPT0030690_336	93.7	79	5	0	1	237	1	79	1.20E-37	160.2
k87_1035586_2	PGPT0009520_687	96.1	180	7	0	1	540	379	558	1.20E-88	330.9
k87_1035864_2	PGPT0002810_6053	94.6	37	2	0	4	114	273	309	3.70E-12	74.7
k87_1036922_1	PGPT0001140_1004	93.2	148	10	0	34	477	11	158	1.50E-74	283.9
k87_1037091_1	PGPT0004520_708	96.6	175	6	0	1	525	1	175	1.20E-90	337.4
k87_1037091_3	PGPT0004510_132	96.8	221	7	0	4	666	85	305	1.40E-107	394
k87_1037202_1	PGPT0014800_4286	100	236	0	0	1	708	209	444	9.00E-129	464.5
k87_1037202_8	PGPT0003745_4386	96.7	242	7	1	1	726	1	241	7.70E-67	258.8
k87_1037202_9	PGPT0003750_2239	100	249	0	0	1	747	1	249	2.70E-131	473
k87_1037202_10	PGPT0003755_2963	96.4	137	5	0	1	411	1	137	2.20E-66	256.5
k87_1037202_11	PGPT0003755_2964	99.3	137	1	0	1	411	1	137	6.50E-63	245
k87_1037202_12	PGPT0003755_3972	97	134	4	0	1	402	1	134	3.50E-61	239.2
k87_1037422_3	PGPT0007215_2261	93.2	103	7	0	22	330	26	128	3.90E-50	202.2
k87_1037502_1	PGPT0013505_1562	96.2	262	10	0	1	786	205	466	1.50E-137	493.8
k87_1037502_5	PGPT0013510_281	93	86	6	0	1	258	1	86	2.10E-43	179.5
k87_1038961_5	PGPT0008410_3117	92.7	109	8	0	4	330	221	329	4.40E-54	215.3
k87_1039520_1	PGPT0000925_462	91.8	182	15	0	1	546	249	430	1.70E-95	353.6
k87_1039593_3	PGPT0001145_7203	93.3	134	9	0	1	402	124	257	2.00E-61	240
k87_1040368_2	PGPT0014380_4860	97.8	178	4	0	1	534	306	483	4.00E-97	359
k87_1041320_1	PGPT0004580_2029	97	168	5	0	1	504	6	173	2.70E-87	326.2
k87_1041376_2	PGPT0016875_242	94.7	76	4	0	1	228	29	104	2.50E-32	142.5
k87_1041643_3	PGPT0020795_7334	92.4	223	17	0	1	669	1	223	3.40E-109	399.4
k87_1041643_4	PGPT0020795_9527	93.2	219	15	0	1	657	1	219	1.00E-110	404.4
k87_1041643_5	PGPT0020790_5189	100	43	0	0	1	129	1	43	2.70E-15	85.1
k87_1042659_1	PGPT0013255_5938	92.2	51	4	0	1	153	275	325	1.10E-18	96.7
k87_1042956_1	PGPT0001685_1214	95.5	110	5	0	1	330	652	761	7.30E-49	198
k87_1042956_2	PGPT0001450_278	97.3	261	7	0	1	783	18	278	1.70E-136	490.3
k87_1043241_3	PGPT0007120_2562	91.5	153	13	0	1	459	1	153	1.50E-73	280.4
k87_1043253_3	PGPT0008385_6677	98.2	387	7	0	1	1161	1	387	1.60E-223	780
k87_1043467_5	PGPT0002700_4122	91.9	185	15	0	1	555	25	209	5.80E-91	338.6
k87_1043526_2	PGPT0023665_485	90.9	319	29	0	1	957	139	457	1.20E-173	614
k87_1043860_1	PGPT0017855_1966	92.6	122	9	0	1	366	1	122	4.10E-61	238.8
k87_1044701_4	PGPT0004025_1239	91	78	7	0	1	234	1	78	1.00E-33	147.1
k87_1044979_1	PGPT0026700_1608	94.9	117	6	0	1	351	388	504	2.60E-60	236.1
k87_1045150_1	PGPT0017630_4076	99.6	259	1	0	1	777	1	259	2.30E-146	523.1
k87_1045150_2	PGPT0018955_1610	99.1	106	1	0	1	318	353	458	3.40E-43	179.1
k87_1045384_2	PGPT0017535_3452	95.1	123	6	0	1	369	228	350	4.80E-57	225.3
k87_1045669_3	PGPT0016540_8431	95.1	82	4	0	4	249	193	274	9.80E-38	160.6
k87_1046656_5	PGPT0021215_1088	92.8	69	5	0	10	216	8	76	4.20E-29	131.7
k87_1046800_2	PGPT0018145_74	93.6	219	14	0	1	657	1	219	2.00E-114	416.8
k87_1048065_1	PGPT0020810_1546	92.4	382	29	0	1	1146	1	382	3.40E-186	656
k87_1048078_1	PGPT0016850_1533	100	145	0	0	1	435	189	333	1.30E-82	310.5
k87_1048078_2	PGPT0016835_1742	100	319	0	0	1	957	1	319	3.10E-185	652.5
k87_1048364_2	PGPT0003180_20817	91.7	241	20	0	1	723	1	241	1.40E-116	424.1
k87_1048537_1	PGPT0007135_53	91.6	226	17	1	1	672	249	474	2.00E-117	426.8
k87_1048872_2	PGPT0020235_2010	91.4	243	21	0	1	729	1	243	1.90E-121	440.3
k87_1048881_2	PGPT0013350_2168	98.5	482	7	0	1	1446	381	862	7.20E-234	814.7
k87_1049342_2	PGPT0001685_166	94.7	38	2	0	1	114	740	777	6.90E-10	67
k87_1049383_2	PGPT0000675_684	91.1	112	10	0	1	336	1	112	5.50E-52	208.4
k87_1050213_2	PGPT0021580_3940	90.6	139	13	0	4	420	377	515	4.30E-70	268.9
k87_1050224_2	PGPT0008170_3694	90.6	192	18	0	1	576	1	192	4.30E-97	359
k87_1050224_3	PGPT0014875_2465	90.9	298	27	0	1	894	1	298	5.60E-152	542
k87_1051321_2	PGPT0014881_4823	90	160	16	0	25	504	1	160	4.50E-74	282.3
k87_1051529_1	PGPT0025890_334	94.2	625	36	0	1	1875	15	639	0.00E+00	1153.3
k87_1051889_2	PGPT0004445_9217	92.9	198	14	0	1	594	122	319	1.60E-94	350.5
k87_1052675_2	PGPT0013060_7058	91.4	315	26	1	1	945	1	314	3.30E-163	579.3
k87_1052977_1	PGPT0008825_1300	92	88	7	0	1	264	77	164	1.30E-38	163.7
k87_1054373_3	PGPT0014770_154	90	370	37	0	1	1110	1	370	1.50E-186	657.1
k87_1054800_1	PGPT0008185_1545	92.3	52	4	0	1	156	547	598	4.00E-21	104.8
k87_1054800_2	PGPT0008205_2944	93.9	163	10	0	1	489	1	163	6.10E-76	288.5
k87_1054800_3	PGPT0008735_3089	94.9	195	10	0	1	585	1	195	7.70E-102	374.8
k87_1054891_1	PGPT0001530_3801	92.2	115	9	0	1	345	196	310	1.50E-54	217.2
k87_1055444_1	PGPT0015570_443	91.4	456	36	2	1	1368	1	453	2.10E-230	803.1
k87_1056427_2	PGPT0020155_3633	99.7	373	1	0	1	1119	1	373	4.80E-209	731.9
k87_1056427_6	PGPT0028075_475	94.7	847	25	1	16	2556	1	827	0.00E+00	1625.5
k87_1056427_7	PGPT0003400_90	99	575	6	0	1	1725	1	575	0.00E+00	1091.3
k87_1057598_2	PGPT0011375_4722	93.8	80	5	0	1	240	1	80	3.90E-31	138.7
k87_1058322_1	PGPT0016600_1823	99.8	463	1	0	1	1389	47	509	3.80E-256	888.6
k87_1058322_2	PGPT0016590_2507	96.7	273	9	0	31	849	1	273	5.90E-135	485.3
k87_1058537_1	PGPT0017860_868	90	281	28	0	1	843	128	408	8.10E-145	518.1
k87_1059005_1	PGPT0020130_3026	96.8	158	5	0	1	474	1	158	1.70E-83	313.5
k87_1059153_1	PGPT0002660_714	90.8	195	18	0	1	585	1	195	7.00E-95	351.7
k87_1059782_2	PGPT0015095_5449	91.3	207	18	0	1	621	234	440	2.00E-103	380.2
k87_1060273_1	PGPT0018095_568	91.3	277	24	0	16	846	4	280	7.40E-138	495
k87_1060425_1	PGPT0014350_537	95.3	43	2	0	1	129	77	119	5.80E-16	87.4
k87_1060425_2	PGPT0021480_3829	96.8	311	10	0	1	933	7	317	2.40E-166	589.7
k87_1061550_1	PGPT0020915_1011	100	123	0	0	1	369	1	123	1.60E-65	253.4
k87_1061550_2	PGPT0020915_1011	97.1	170	5	0	1	510	152	321	3.80E-89	332.4
k87_1061574_2	PGPT0014395_3408	92	75	6	0	1	225	1	75	2.00E-29	132.9
k87_1062105_1	PGPT0013505_1777	99.6	229	1	0	1	687	1	229	6.00E-114	415.2
k87_1062105_2	PGPT0013500_2683	100	149	0	0	1	447	1	149	6.90E-50	201.8
k87_1062105_3	PGPT0013500_1758	98.9	89	1	0	1	267	290	378	8.30E-43	177.6
k87_1062814_3	PGPT0007845_3111	100	78	0	0	1	234	189	266	1.20E-29	133.7
k87_1064882_1	PGPT0017795_247	90.5	42	4	0	1	126	68	109	2.50E-17	92
k87_1065223_1	PGPT0013345_1048	93.8	257	16	0	1	771	7	263	3.30E-134	483
k87_1065693_2	PGPT0015840_605	92.5	120	9	0	1	360	1	120	4.50E-60	235.3
k87_1065865_1	PGPT0002620_1890	91.7	326	27	0	25	1002	9	334	8.50E-149	531.6
k87_1066250_2	PGPT0013771_2233	94	133	8	0	1	399	1	133	1.00E-60	237.7
k87_1067409_2	PGPT0020810_3195	90.6	117	11	0	31	381	15	131	4.00E-51	205.7
k87_1067816_2	PGPT0019665_2157	91.4	198	17	0	1	594	1	198	2.20E-112	409.8
k87_1067886_1	PGPT0004200_1502	91	156	14	0	1	468	599	754	2.60E-68	263.1
k87_1068569_1	PGPT0016540_5854	97.2	144	4	0	1	432	137	280	2.10E-72	276.6
k87_1068854_3	PGPT0000885_318	92.5	80	6	0	7	246	10	89	8.70E-39	164.1
k87_1069107_1	PGPT0016590_809	93.3	45	3	0	1	135	306	350	1.50E-15	86.3
k87_1069422_1	PGPT0020780_7970	93.9	66	4	0	1	198	186	251	6.20E-27	124.4
k87_1069966_1	PGPT0014590_413	99.5	370	2	0	1	1110	331	700	3.20E-197	692.6
k87_1070175_1	PGPT0007215_2127	99.5	217	1	0	1	651	256	472	2.80E-116	422.9
k87_1070175_2	PGPT0002700_1145	99.5	196	1	0	1	588	1	196	2.40E-103	379.8
k87_1070253_1	PGPT0009175_1624	96	298	12	0	1	894	1	298	9.80E-165	584.3
k87_1071468_1	PGPT0030670_9	90.4	365	35	0	1	1095	1	365	4.20E-186	655.6
k87_1072755_1	PGPT0014595_4452	100	36	0	0	1	108	1	36	4.00E-12	74.3
k87_1073095_1	PGPT0026785_1733	96.7	90	3	0	34	303	1	90	7.60E-45	184.5
k87_1073095_2	PGPT0026780_1194	91.2	125	11	0	1	375	1	125	2.00E-58	229.9
k87_1073095_3	PGPT0018535_3310	91.4	81	7	0	4	246	190	270	2.90E-34	149.1
k87_1073959_2	PGPT0008160_1823	92.4	291	18	1	1	873	1	287	4.30E-149	532.3
k87_1074642_2	PGPT0013465_29	93	298	21	0	100	993	33	330	2.00E-158	563.5
k87_1075309_1	PGPT0014820_417	94.9	431	22	0	1	1293	285	715	2.40E-241	839.3
k87_1075377_4	PGPT0007580_577	91.1	135	12	0	58	462	16	150	9.50E-63	244.6
k87_1075667_1	PGPT0011640_385	99.2	122	1	0	1	366	421	542	2.70E-60	236.1
k87_1075667_2	PGPT0019465_159	90.3	319	31	0	1	957	1	319	4.30E-166	589
k87_1075907_2	PGPT0020195_1838	94.1	119	7	0	1	357	1	119	3.50E-57	225.7
k87_1076091_2	PGPT0019550_253	91.3	231	20	0	1	693	97	327	2.00E-120	436.8
k87_1076423_4	PGPT0001710_1088	91.7	36	3	0	1	108	1	36	7.20E-14	80.1
k87_1076937_1	PGPT0012235_609	96.7	302	10	0	1	906	1	302	2.00E-173	613.2
k87_1077460_2	PGPT0011200_43	93.8	209	13	0	31	657	70	278	1.60E-111	407.1
k87_1077651_2	PGPT0015075_2082	98.2	228	4	0	22	705	1	228	1.00E-116	424.5
k87_1077884_2	PGPT0015295_185	95.3	215	10	0	1	645	284	498	7.00E-104	381.7
k87_1078295_1	PGPT0021560_4906	97.6	289	7	0	1	867	1	289	2.80E-159	566.2
k87_1078295_2	PGPT0012160_439	98.9	281	3	0	1	843	1	281	9.30E-157	557.8
k87_1078295_3	PGPT0014540_1251	99.3	296	2	0	1	888	1	296	8.80E-166	587.8
k87_1078354_3	PGPT0030835_1758	91.6	190	16	0	1	570	1	190	3.60E-96	355.9
k87_1079203_1	PGPT0016335_1796	96.2	293	11	0	1	879	1	293	6.50E-153	545
k87_1079203_2	PGPT0016330_785	95.1	184	9	0	1	552	261	444	8.60E-95	351.3
k87_1079682_1	PGPT0025460_1	100	39	0	0	1	117	205	243	1.20E-12	76.3
k87_1079682_2	PGPT0015165_14	93.9	214	13	0	1	642	1	214	9.70E-114	414.5
k87_1080519_2	PGPT0014325_4433	97.1	68	2	0	1	204	1	68	2.70E-33	145.6
k87_1080529_1	PGPT0013170_19922	97	168	5	0	1	504	1	168	7.10E-88	328.2
k87_1080598_1	PGPT0013545_135	90.7	334	31	0	1	1002	205	538	1.40E-180	637.1
k87_1081503_7	PGPT0001442_3240	91.4	70	6	0	1	210	398	467	9.50E-30	134
k87_1081631_1	PGPT0026825_2170	91.6	119	10	0	1	357	223	341	6.30E-54	214.9
k87_1081631_3	PGPT0026830_2549	94.4	162	9	0	1	486	1	162	6.30E-65	251.9
k87_1081799_5	PGPT0003890_908	90.9	44	4	0	1	132	185	228	1.40E-14	82.8
k87_1081886_1	PGPT0018040_1808	98.9	357	4	0	1	1071	103	459	6.10E-206	721.5
k87_1082215_1	PGPT0001435_837	95	40	2	0	1	120	289	328	5.30E-13	77.4
k87_1082371_3	PGPT0020140_4342	95.5	110	5	0	1	330	1	110	1.50E-54	216.9
k87_1082585_1	PGPT0008885_556	98.1	108	2	0	1	324	1	108	2.50E-54	216.1
k87_1082808_3	PGPT0006770_3112	95.5	267	12	0	1	801	228	494	9.80E-148	527.7
k87_1083160_2	PGPT0001860_7778	92.5	160	12	0	1	480	1	160	2.00E-76	290
k87_1083506_1	PGPT0012875_923	94.7	394	21	0	1	1182	1	394	2.90E-209	732.6
k87_1084748_1	PGPT0006875_6334	94.7	283	15	0	1	849	1	283	1.50E-146	523.9
k87_1085041_1	PGPT0001445_2165	96.3	244	9	0	1	732	293	536	7.30E-134	481.5
k87_1085072_1	PGPT0006730_23853	95.5	89	4	0	1	267	1	89	1.70E-40	169.9
k87_1086037_1	PGPT0001035_1057	97.5	118	3	0	1	354	146	263	5.10E-56	221.9
k87_1086037_2	PGPT0001040_2803	96.2	264	10	0	1	792	1	264	1.10E-130	471.1
k87_1086166_1	PGPT0004055_2306	96.2	160	6	0	1	480	1	160	1.50E-79	300.4
k87_1087059_1	PGPT0016395_61	90.6	266	24	1	1	795	1	266	4.50E-113	412.5
k87_1087624_1	PGPT0019110_4736	96.1	204	8	0	1	612	1	204	8.30E-107	391.3
k87_1087720_2	PGPT0030660_105	94.4	124	7	0	1	372	30	153	5.50E-61	238.4
k87_1087856_1	PGPT0023885_391	90.5	42	4	0	1	126	1	42	5.10E-11	70.9
k87_1087912_2	PGPT0029005_4744	99	395	4	0	1	1185	1	395	9.20E-211	737.6
k87_1088616_1	PGPT0007525_427	97.4	114	3	0	1	342	1	114	1.60E-54	216.9
k87_1088851_1	PGPT0002405_2843	93.6	265	17	0	97	891	1	265	1.40E-150	537.3
k87_1089280_2	PGPT0014600_2134	98.4	193	3	0	1	579	1	193	1.40E-103	380.6
k87_1089548_1	PGPT0016535_3444	93.5	247	16	0	1	741	67	313	7.40E-134	481.5
k87_1089962_1	PGPT0014675_5705	100	68	0	0	1	204	1	68	5.10E-32	141.4
k87_1089962_3	PGPT0007295_1375	98.4	184	3	0	1	552	1	184	2.80E-101	372.9
k87_1089962_4	PGPT0012175_4666	98.5	331	5	0	1	993	1	331	5.20E-183	645.2
k87_1089962_5	PGPT0021560_7226	97.7	176	4	0	1	528	1	176	1.30E-95	354
k87_1089962_17	PGPT0015105_714	97.9	524	11	0	1	1572	1	524	4.40E-277	958.4
k87_1089962_19	PGPT0014960_5242	99	200	2	0	1	600	1	200	1.90E-108	396.7
k87_1089962_20	PGPT0001870_1740	99.1	689	6	0	1	2067	1	689	0.00E+00	1364
k87_1090968_2	PGPT0004450_9019	91.2	294	26	0	1	882	1	294	6.30E-148	528.5
k87_1090968_3	PGPT0004505_330	96.5	144	5	0	1	432	194	337	6.60E-66	255
k87_1091516_3	PGPT0014920_855	98.2	113	2	0	10	348	1	113	1.10E-55	220.7
k87_1092482_1	PGPT0014965_3015	100	238	0	0	1	714	1	238	3.80E-127	459.1
k87_1092482_2	PGPT0004195_653	99.5	192	1	0	1	576	1	192	6.40E-101	371.7
k87_1092482_3	PGPT0007740_725	99.1	114	1	0	1	342	87	200	1.40E-58	230.3
k87_1092496_2	PGPT0014763_14	93.3	75	4	1	1	222	143	217	4.70E-33	145.2
k87_1092559_3	PGPT0020270_332	90.2	51	5	0	25	177	1	51	1.30E-17	94
k87_1092784_2	PGPT0000645_7262	94.6	448	24	0	46	1389	1	448	3.30E-252	875.5
k87_1093605_1	PGPT0020770_1428	91.4	81	7	0	1	243	253	333	3.20E-33	145.6
k87_1094035_1	PGPT0017260_10	96.1	386	15	0	1	1158	6	391	4.30E-213	745.3
k87_1094663_2	PGPT0001875_2937	92	150	12	0	1	450	1	150	4.30E-76	288.9
k87_1094906_1	PGPT0020775_1548	100	163	0	0	1	489	308	470	1.00E-83	314.3
k87_1094906_2	PGPT0020780_2117	96.1	279	11	0	1	837	1	279	2.10E-153	546.6
k87_1095126_2	PGPT0022625_3708	92.3	336	26	0	1	1008	1	336	1.90E-185	653.3
k87_1095492_4	PGPT0015840_603	91.7	120	10	0	1	360	1	120	5.00E-59	231.9
k87_1096015_2	PGPT0023520_840	91.7	315	26	0	1	945	1	315	5.30E-169	598.6
k87_1097209_3	PGPT0014302_2246	94.7	75	4	0	1	225	1	75	1.70E-28	129.8
k87_1097500_1	PGPT0021240_2110	94.5	128	7	0	1	384	1	128	3.30E-61	239.2
k87_1097708_1	PGPT0021290_323	93.6	171	11	0	1	513	1	171	2.50E-88	329.7
k87_1097708_2	PGPT0021280_175	92.1	266	21	0	1	798	1	266	1.20E-140	504.2
