Subject,Factor,Type,Pfams
PGPT0001175,korA|oorA|oforA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;CO2_FIXATION-REDUCTIVE_CITRIC_ACID_CYCLE#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_GLUTARATE_UTILIZATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_ORGANIC_ACID_USAGE-TRICARBOXYLIC_ACID_CYCLE,PF17147;PF01558;PF01855
PGPT0001180,korB|oorB|oforB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;CO2_FIXATION-REDUCTIVE_CITRIC_ACID_CYCLE#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_GLUTARATE_UTILIZATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_ORGANIC_ACID_USAGE-TRICARBOXYLIC_ACID_CYCLE,PF00571;PF02775
PGPT0001185,korD|oorD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;CO2_FIXATION-REDUCTIVE_CITRIC_ACID_CYCLE#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_GLUTARATE_UTILIZATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_ORGANIC_ACID_USAGE-TRICARBOXYLIC_ACID_CYCLE,PF00037;PF13484;PF13534;PF12797;PF14697;PF12837;PF12838;PF13187
PGPT0001190,korC|oorC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;CO2_FIXATION-REDUCTIVE_CITRIC_ACID_CYCLE#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_GLUTARATE_UTILIZATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_ORGANIC_ACID_USAGE-TRICARBOXYLIC_ACID_CYCLE,PF01558
PGPT0001195,porA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;PHOTOSYNTHETIC_CO2_FIXATION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_ORGANIC_ACID_USAGE-TRICARBOXYLIC_ACID_CYCLE,PF17147;PF01855;PF02775;PF02780
PGPT0001200,porB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;PHOTOSYNTHETIC_CO2_FIXATION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_ORGANIC_ACID_USAGE-TRICARBOXYLIC_ACID_CYCLE,PF00037;PF13237;PF13459;PF12797;PF14697;PF12837;PF12838;PF13187;PF02775
PGPT0001205,porC|porG,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;PHOTOSYNTHETIC_CO2_FIXATION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_ORGANIC_ACID_USAGE-TRICARBOXYLIC_ACID_CYCLE,PF00037;PF13237;PF12797;PF12837;PF12838;PF01558
PGPT0001210,vorG|porG,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;PHOTOSYNTHETIC_CO2_FIXATION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_ORGANIC_ACID_USAGE-TRICARBOXYLIC_ACID_CYCLE,PF00037;PF13237;PF12797;PF14697;PF12838;PF13187;PF01558
PGPT0001215,porD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;PHOTOSYNTHETIC_CO2_FIXATION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_ORGANIC_ACID_USAGE-TRICARBOXYLIC_ACID_CYCLE,PF00037;PF12797;PF14697
PGPT0001220,cooS|acsA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;CO2_FIXATION-WOOD-LJUNGDAHL_PATHWAY,PF03599;PF03063
PGPT0001225,cooF|porE|porF,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;CO2_FIXATION-WOOD-LJUNGDAHL_PATHWAY,PF00037;PF13237;PF13247;PF13484;PF12837;PF12838;PF13183;PF13187
PGPT0001230,acsB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;CO2_FIXATION-WOOD-LJUNGDAHL_PATHWAY,PF19436;PF03598;PF18537
PGPT0001235,acsC|cdhE,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;CO2_FIXATION-WOOD-LJUNGDAHL_PATHWAY,PF03599;PF04060;PF00809
PGPT0001240,acsD|cdhD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;CARBON_DIOXID_FIXATION;CO2_FIXATION-ALTERNATIVE_PAHTWAYS;CO2_FIXATION-WOOD-LJUNGDAHL_PATHWAY,PF03599
PGPT0001245,pqqA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY,PF08042
PGPT0001250,pqqB|pqqG,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY,PF12706;PF03070
PGPT0001255,pqqC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY,PF07883;PF11251;PF14518;PF03070
PGPT0001260,pqqD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY,PF05402;PF03070
PGPT0001265,pqqE,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY,PF05402;PF04055;PF13186
PGPT0001270,pqqF,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY,PF00675;PF05193;PF16187
PGPT0001280,pqqL|yddC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY,PF00675;PF05193
PGPT0001281,pqqH,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY,
PGPT0001285,gnl,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION_D_GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION_D_GLUCONATE_BIOSYNTHESIS,PF03443;PF08450
PGPT0001290,gcd|gdhAB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION_D_GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION_D_GLUCONATE_BIOSYNTHESIS,PF00034;PF13646
PGPT0001295,EC_2_4_1_321|ndvB|cep94B,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION_D_GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION_D_GLUCONATE_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_COMPLEX_SUGAR_UTILIZATION;PLANT_DERIVED_CELLULOSE|HEMICELLULOSE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_CELL_WALL|MEMBRANE_DEGRADATION;PLANT_DEGRADATIVE_GLYCOSIDASES|GLYCOSYLHYDROLASES;PLANT_DEGRADATIVE_GS|GH-CELLULASES,PF17167;PF06165
PGPT0001300,EC_1_1_99_3A|gnd,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-EXOPOLYSACCHARIDE_PRODUCTION|EPS;CE-EPS-PUTATIVE_EXOPOLYSACCHARIDE_FUNCTION;CE-EPS-PUTATIVE_EXOPOLYSACCHARIDE_FUNCTION-1,PF01266;PF00890;PF01494;PF13618;PF05199;PF13450;PF07992
PGPT0001305,EC_1_1_99_3G|gadh3,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-EXOPOLYSACCHARIDE_PRODUCTION|EPS;CE-EPS-PUTATIVE_EXOPOLYSACCHARIDE_FUNCTION;CE-EPS-PUTATIVE_EXOPOLYSACCHARIDE_FUNCTION-1,PF13618
PGPT0001310,ghrB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_UTILIZATION;PLANT_DERIVED_GlYOXULATE_UTILIZATION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-BACTERIAL_FITNESS;CE-BACTERIAL_FITNESS-RESISTANCE_TO_ANTIMICROBIAL|TOXIC_COMPOUNDS;CE-BACTERIAL_FITNESS-METHYLGLYOXAL_DETOXIFICATION,PF00389;PF02826
PGPT0001315,2_ketogluconate_reductase,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;PHYTOHORMONE|PLANT_SIGNAL_PRODUCTION;PLANT_VITAMIN_PRODUCTION;PLANT_VITAMIN_C|ASCORBIC_ACID_METABOLISM;PLANT_VITAMIN_C|ASCORBIC_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NITROSATIVE|OXIDATIVE_STRESS|ROS_SCAVENGING;OXIDATIVE_STRESS-VITAMIN_C|ASCORBIC_ACID_BIOSYNTHESIS,PF00389;PF02826
PGPT0001320,dkgA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;PHYTOHORMONE|PLANT_SIGNAL_PRODUCTION;PLANT_VITAMIN_PRODUCTION;PLANT_VITAMIN_C|ASCORBIC_ACID_METABOLISM;PLANT_VITAMIN_C|ASCORBIC_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NITROSATIVE|OXIDATIVE_STRESS|ROS_SCAVENGING;OXIDATIVE_STRESS-VITAMIN_C|ASCORBIC_ACID_BIOSYNTHESIS,PF00248
PGPT0001325,dkgB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;PHYTOHORMONE|PLANT_SIGNAL_PRODUCTION;PLANT_VITAMIN_PRODUCTION;PLANT_VITAMIN_C|ASCORBIC_ACID_METABOLISM;PLANT_VITAMIN_C|ASCORBIC_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NITROSATIVE|OXIDATIVE_STRESS|ROS_SCAVENGING;OXIDATIVE_STRESS-VITAMIN_C|ASCORBIC_ACID_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_SUGAR_ACID_UTILIZATION;PLANT_DERIVED_GLUCONATE_METABOLISM,PF00248
PGPT0001330,gntT,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID_TRANSPORT#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_TRANSPORT;PLANT_DERIVED_GLUCONATE_TRANSPORT,PF03600;PF02447;PF03553
PGPT0001335,gntU,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID_TRANSPORT#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_TRANSPORT;PLANT_DERIVED_GLUCONATE_TRANSPORT,PF03600;PF02447
PGPT0001340,TC_GNTP,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-ORGANIC_ACID_METABOLISM;P-SOLUBILISATION-GLUCONIC_ACID_TRANSPORT#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM;K-SOLUBILISATION-GLUCONIC_ACID_TRANSPORT#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NEUTRALIZING_SALINITY_STRESS;SALINITY_STRESS-H+_SYMPORTER#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_TRANSPORT;PLANT_DERIVED_GLUCONATE_TRANSPORT,PF03600;PF02447
